run_id,source,case_id,idx,reg_mode,dt_mode,T_in,dT_in,alpha,k_dt,Tneg_a,Tneg_b,Tneg_c,Tneg_d,Tzero_a,Tzero_b,Tzero_c,Tzero_d,Tpos_a,Tpos_b,Tpos_c,Tpos_d,dTneg_a,dTneg_b,dTneg_c,dTneg_d,dTzero_a,dTzero_b,dTzero_c,dTzero_d,dTpos_a,dTpos_b,dTpos_c,dTpos_d,S_w,S_wg,G_exp,G_impl,valid_impl,tool_ver,git_rev,seed
tb_run,py,Grid_T=-32_dT=10,18,1,0,-32,10,32,3,-128,-64,-32,0,-16,0,0,16,0,32,64,127,-100,-50,-30,-5,-10,0,0,10,5,25,35,60,8192,2458,30,30,1,PyTest,,0
tb_run,py,Grid_T=-32_dT=30,19,1,0,-32,30,32,3,-128,-64,-32,0,-16,0,0,16,0,32,64,127,-100,-50,-30,-5,-10,0,0,10,5,25,35,60,32767,9830,30,30,1,PyTest,,0
tb_run,py,Grid_T=-32_dT=60,20,1,0,-32,60,32,3,-128,-64,-32,0,-16,0,0,16,0,32,64,127,-100,-50,-30,-5,-10,0,0,10,5,25,35,60,0,0,0,0,1,PyTest,,0
tb_run,py,Grid_T=-16_dT=-60,21,1,0,-16,-60,32,3,-128,-64,-32,0,-16,0,0,16,0,32,64,127,-100,-50,-30,-5,-10,0,0,10,5,25,35,60,16384,16384,100,100,1,PyTest,,0
tb_run,py,Grid_T=-16_dT=-30,22,1,0,-16,-30,32,3,-128,-64,-32,0,-16,0,0,16,0,32,64,127,-100,-50,-30,-5,-10,0,0,10,5,25,35,60,16384,16384,100,100,1,PyTest,,0
tb_run,py,Grid_T=-16_dT=-10,23,1,0,-16,-10,32,3,-128,-64,-32,0,-16,0,0,16,0,32,64,127,-100,-50,-30,-5,-10,0,0,10,5,25,35,60,6553,6553,100,100,1,PyTest,,0
tb_run,py,Grid_T=-16_dT=0,24,1,0,-16,0,32,3,-128,-64,-32,0,-16,0,0,16,0,32,64,127,-100,-50,-30,-5,-10,0,0,10,5,25,35,60,16384,8192,50,50,1,PyTest,,0
tb_run,py,Grid_T=-16_dT=10,25,1,0,-16,10,32,3,-128,-64,-32,0,-16,0,0,16,0,32,64,127,-100,-50,-30,-5,-10,0,0,10,5,25,35,60,8192,2458,30,30,1,PyTest,,0
tb_run,py,Grid_T=-16_dT=30,26,1,0,-16,30,32,3,-128,-64,-32,0,-16,0,0,16,0,32,64,127,-100,-50,-30,-5,-10,0,0,10,5,25,35,60,16384,4915,30,30,1,PyTest,,0
tb_run,py,Grid_T=-16_dT=60,27,1,0,-16,60,32,3,-128,-64,-32,0,-16,0,0,16,0,32,64,127,-100,-50,-30,-5,-10,0,0,10,5,25,35,60,0,0,0,0,1,PyTest,,0
tb_run,py,Grid_T=0_dT=-60,28,1,0,0,-60,32,3,-128,-64,-32,0,-16,0,0,16,0,32,64,127,-100,-50,-30,-5,-10,0,0,10,5,25,35,60,26214,13107,50,50,1,PyTest,,0
tb_run,py,Grid_T=0_dT=-30,29,1,0,0,-30,32,3,-128,-64,-32,0,-16,0,0,16,0,32,64,127,-100,-50,-30,-5,-10,0,0,10,5,25,35,60,32767,16384,50,50,1,PyTest,,0
tb_run,py,Grid_T=0_dT=-10,30,1,0,0,-10,32,3,-128,-64,-32,0,-16,0,0,16,0,32,64,127,-100,-50,-30,-5,-10,0,0,10,5,25,35,60,6553,3277,50,50,1,PyTest,,0
tb_run,py,Grid_T=0_dT=0,31,1,0,0,0,32,3,-128,-64,-32,0,-16,0,0,16,0,32,64,127,-100,-50,-30,-5,-10,0,0,10,5,25,35,60,32767,16384,50,50,1,PyTest,,0
tb_run,py,Grid_T=0_dT=10,32,1,0,0,10,32,3,-128,-64,-32,0,-16,0,0,16,0,32,64,127,-100,-50,-30,-5,-10,0,0,10,5,25,35,60,8192,4096,50,50,1,PyTest,,0
tb_run,py,Grid_T=0_dT=30,33,1,0,0,30,32,3,-128,-64,-32,0,-16,0,0,16,0,32,64,127,-100,-50,-30,-5,-10,0,0,10,5,25,35,60,32767,16384,50,50,1,PyTest,,0
tb_run,py,Grid_T=0_dT=60,34,1,0,0,60,32,3,-128,-64,-32,0,-16,0,0,16,0,32,64,127,-100,-50,-30,-5,-10,0,0,10,5,25,35,60,0,0,0,0,1,PyTest,,0
tb_run,py,Grid_T=16_dT=-60,35,1,0,16,-60,32,3,-128,-64,-32,0,-16,0,0,16,0,32,64,127,-100,-50,-30,-5,-10,0,0,10,5,25,35,60,16384,13107,80,80,1,PyTest,,0
tb_run,py,Grid_T=16_dT=-30,36,1,0,16,-30,32,3,-128,-64,-32,0,-16,0,0,16,0,32,64,127,-100,-50,-30,-5,-10,0,0,10,5,25,35,60,16384,13107,80,80,1,PyTest,,0
tb_run,py,Grid_T=16_dT=-10,37,1,0,16,-10,32,3,-128,-64,-32,0,-16,0,0,16,0,32,64,127,-100,-50,-30,-5,-10,0,0,10,5,25,35,60,6553,5242,80,80,1,PyTest,,0
tb_run,py,Grid_T=16_dT=0,38,1,0,16,0,32,3,-128,-64,-32,0,-16,0,0,16,0,32,64,127,-100,-50,-30,-5,-10,0,0,10,5,25,35,60,16384,8192,50,50,1,PyTest,,0
tb_run,py,Grid_T=16_dT=10,39,1,0,16,10,32,3,-128,-64,-32,0,-16,0,0,16,0,32,64,127,-100,-50,-30,-5,-10,0,0,10,5,25,35,60,8192,0,0,0,1,PyTest,,0
